GLINE_VERSION_ID;PATH_ID;ORIENTATION;ID
1799;2266;0;1865
1799;2267;0;1866
1920;172575;0;1867
1920;172576;0;1868
1920;172700;0;1869
1920;172701;0;1870
1799;34819;0;1871
1799;179921;0;1872
1799;179963;0;1873
1799;179974;0;1874
1799;1613866;0;1875
1923;137464;0;1876
1923;151990;0;1877
1923;171089;0;1878
1923;171090;0;1879
1923;171210;0;1880
1923;171211;0;1881
1923;172868;0;1882
1923;175910;0;1883
1937;4782;0;1884
1937;4784;0;1885
1937;34819;0;1886
1937;141806;0;1887
1937;171088;0;1888
1937;173548;0;1889
1937;173608;0;1890
1937;179963;0;1891
1937;400961;0;1892
1937;400963;0;1893
1937;402281;0;1894
1937;1612626;0;1895
1937;1612627;0;1896
1799;1614910;0;1897
1799;1614911;0;1898
1799;1614912;0;1899
1799;1614913;0;1900
1799;1612809;0;1901
2856;7401;0;1902
2856;7402;0;1903
2856;171089;0;1904
2856;171090;0;1905
3416;2266;0;1906
3416;2267;0;1907
3896;33499;0;1908
3896;33501;0;1909
3896;172575;0;1910
3896;172576;0;1911
3896;177270;0;1912
3896;177271;0;1913
3896;177572;0;1914
3896;177573;0;1915
3896;179172;0;1916
3896;179173;0;1917
3896;1612466;0;1918
3896;1612467;0;1919
3896;1612468;0;1920
3896;1612469;0;1921
3916;4786;0;1922
3916;4789;0;1923
3916;7401;0;1924
3916;7402;0;1925
3917;151608;0;1926
3917;151609;0;1927
3917;172700;0;1928
3917;172701;0;1929
3917;179178;0;1930
3917;179179;0;1931
3917;179211;0;1932
801125;1610901;0;1933
801125;1610903;0;1934
801125;1610905;0;1935
801125;1610907;0;1936
801245;1612826;0;1937
801245;1612827;0;1938
801245;1612828;0;1939
801245;1612829;0;1940
801245;1612846;0;1941
801245;1612847;0;1942
801727;172575;0;1943
801727;172576;0;1944
801727;1613008;0;1945
801727;1613009;0;1946
801747;4782;0;1947
801747;180025;0;1948
2316;1613226;0;1949
2316;1613227;0;1950
801827;177550;0;1951
801827;177573;0;1952
1618;4782;0;1953
1618;4784;0;1954
1618;151608;0;1955
1618;151609;0;1956
1618;1612246;0;1957
1618;1613100;0;1958
1618;1614068;0;1959
801867;2258;0;1960
1848;156551;0;1961
1848;156552;0;1962
1848;172794;0;1963
1848;172795;0;1964
1848;175890;0;1965
1848;175951;0;1966
1848;177270;0;1967
1848;177271;0;1968
1848;179050;0;1969
1848;179051;0;1970
1848;401371;0;1971
2376;2301;0;1972
2376;4782;0;1973
2376;4784;0;1974
1623;4782;0;1975
1623;4784;0;1976
1623;401369;0;1977
1623;1610221;0;1978
1623;1613106;0;1979
1623;1614408;0;1980
2376;4786;0;1981
2376;4789;0;1982
2376;140001;0;1983
2376;172554;0;1984
2376;172555;0;1985
2376;179690;0;1986
2376;179921;0;1987
2376;1613190;0;1988
2376;21119;0;1989
2376;177191;0;1990
1877;2266;0;1991
1877;2267;0;1992
1878;10935;0;1993
1878;10936;0;1994
1878;156551;0;1995
1878;176210;0;1996
1878;176211;0;1997
2396;4782;0;1998
1878;1614169;0;1999
1878;1614168;0;2000
2396;4784;0;2001
2396;34819;0;2002
2396;172515;0;2003
2396;172516;0;2004
2396;175171;0;2005
1877;4786;0;2006
1877;4789;0;2007
1877;21119;0;2008
1877;140001;0;2009
2396;176630;0;2010
2396;179963;0;2011
2396;1611301;0;2012
2396;1613386;0;2013
2396;1613387;0;2014
2396;1614366;0;2015
2396;1614367;0;2016
2396;1614368;0;2017
801967;172794;0;2018
801967;172795;0;2019
801967;177270;0;2020
801967;177271;0;2021
2456;2257;0;2022
2456;2258;0;2023
2456;2301;0;2024
2456;140001;0;2025
2456;151608;0;2026
2456;151609;0;2027
2456;153050;0;2028
2456;153051;0;2029
801767;151608;0;2030
801767;151609;0;2031
801767;1613308;0;2032
801767;1613309;0;2033
1840;4787;0;2034
1840;42898;0;2035
1840;114861;0;2036
1840;176970;0;2037
1840;176971;0;2038
1840;177470;0;2039
1840;179713;0;2040
1840;1613368;0;2041
1877;172554;0;2042
1877;172555;0;2043
1877;177191;0;2044
1877;179974;0;2045
3996;42898;0;2046
3996;114861;0;2047
3996;174872;0;2048
3996;174873;0;2049
3996;179190;0;2050
3996;179191;0;2051
3996;179772;0;2052
3996;179773;0;2053
3996;1615091;0;2054
1619;4782;0;2055
1619;4784;0;2056
1619;177970;0;2057
1619;177971;0;2058
1619;1613788;0;2059
3996;1615090;0;2060
1797;10935;0;2061
1797;10936;0;2062
1797;139103;0;2063
1797;147270;0;2064
1797;1615008;0;2065
1797;1615009;0;2066
801627;10935;0;2067
801627;10936;0;2068
801947;1614331;0;2069
801947;1614330;0;2070
801947;1614328;0;2071
2456;171210;0;2072
2456;171211;0;2073
2456;175830;0;2074
2456;179211;0;2075
2456;1613069;0;2076
2456;1613070;0;2077
2456;1614910;0;2078
2456;1614927;0;2079
801627;156551;0;2080
801627;156552;0;2081
801947;1614329;0;2082
801627;175111;0;2083
801627;175120;0;2084
801627;177990;0;2085
801627;177991;0;2086
801627;178011;0;2087
801627;1610701;0;2088
801627;1611604;0;2089
801627;1611766;0;2090
801627;1612546;0;2091
801627;1614128;0;2092
801627;1615172;0;2093
801627;1615173;0;2094
801627;1615174;0;2095
801627;1615175;0;2096
1857;2257;0;2097
1857;2258;0;2098
1857;2301;0;2099
1857;140001;0;2100
1857;153050;0;2101
1857;153051;0;2102
1857;1613069;0;2103
1857;1613070;0;2104
1616;4782;0;2105
1616;4784;0;2106
1616;152873;0;2107
1616;172559;0;2108
1616;172560;0;2109
1616;1610821;0;2110
1616;1610823;0;2111
1839;4786;0;2112
1839;4789;0;2113
2337;4782;0;2114
2337;4784;0;2115
2337;34819;0;2116
2337;172566;0;2117
1839;172557;0;2118
1839;172558;0;2119
1839;7402;0;2120
1839;176411;0;2121
1839;7401;0;2122
1839;176410;0;2123
2337;177550;0;2124
2337;177551;0;2125
2337;177953;0;2126
1936;177550;0;2127
1936;177551;0;2128
1936;402241;0;2129
1936;1610305;0;2130
1936;1611766;0;2131
1936;1612546;0;2132
1936;1613226;0;2133
1936;1613227;0;2134
1936;1614755;0;2135
1936;1614754;0;2136
1936;172609;0;2137
1936;172608;0;2138
2337;177970;0;2139
2337;177971;0;2140
2337;177972;0;2141
2337;178370;0;2142
2337;179031;0;2143
2337;179963;0;2144
1919;33890;0;2145
1919;34711;0;2146
1919;42898;0;2147
1919;114861;0;2148
1919;172575;0;2149
1919;172576;0;2150
1919;176250;0;2151
1919;176251;0;2152
1849;2301;0;2153
1849;140001;0;2154
1849;156551;0;2155
1849;156552;0;2156
1849;171210;0;2157
1849;171211;0;2158
1849;172794;0;2159
1849;172795;0;2160
1849;172869;0;2161
1796;4782;0;2162
1796;4784;0;2163
1796;177033;0;2164
1796;1612166;0;2165
1796;1612167;0;2166
2337;400361;0;2167
2337;1612887;0;2168
2337;1613788;0;2169
2337;1614086;0;2170
2337;1614826;0;2171
2337;1614827;0;2172
2337;1614828;0;2173
2337;1614829;0;2174
2337;1614848;0;2175
2337;1614849;0;2176
2337;1615010;0;2177
2337;1615011;0;2178
2337;1615290;0;2179
1796;1613606;0;2180
1796;1614106;0;2181
1849;175950;0;2182
1849;177270;0;2183
1849;177271;0;2184
1849;179050;0;2185
1849;401369;0;2186
1800;172554;0;2187
1800;172555;0;2188
1800;177550;0;2189
1800;177551;0;2190
1800;4782;0;2191
1800;4784;0;2192
1917;2257;0;2193
1917;2258;0;2194
1917;2301;0;2195
1917;4782;0;2196
1917;4784;0;2197
1917;33890;0;2198
1917;34711;0;2199
1917;140001;0;2200
1917;179963;0;2201
1917;34819;0;2202
1917;10;0;2203
1917;9;0;2204
1853;10935;0;2205
1853;10936;0;2206
1853;137464;0;2207
1853;175810;0;2208
1853;178810;0;2209
1898;9;0;2210
1898;10;0;2211
1898;169768;0;2212
1898;169769;0;2213
1898;179030;0;2214
1898;179110;0;2215
1897;4786;0;2216
1897;4789;0;2217
1897;7401;0;2218
1897;7402;0;2219
1897;10935;0;2220
1897;10936;0;2221
1897;174790;0;2222
1897;174791;0;2223
1897;177970;0;2224
1897;177971;0;2225
1897;177990;0;2226
1897;177991;0;2227
1897;1614792;0;2228
1897;1614793;0;2229
802047;169972;0;2230
802047;172556;0;2231
802047;177573;0;2232
802047;1614670;0;2233
2116;135733;0;2234
2116;135734;0;2235
2356;11;0;2236
2356;12;0;2237
2356;2266;0;2238
2356;2267;0;2239
2356;139103;0;2240
2356;147270;0;2241
2356;152873;0;2242
2356;152874;0;2243
2356;172557;0;2244
2356;172558;0;2245
3256;177490;0;2246
3256;177491;0;2247
1854;172608;0;2248
1854;172609;0;2249
1854;174872;0;2250
1854;177550;0;2251
802207;1615253;0;2252
802207;172712;0;2253
802207;1615252;0;2254
2356;175120;0;2255
2356;176410;0;2256
2356;176411;0;2257
2356;179173;0;2258
2356;1611604;0;2259
2356;1611766;0;2260
2356;1611904;0;2261
2356;1613288;0;2262
802207;171348;0;2263
802307;4782;0;2264
802307;177971;0;2265
802307;1613788;0;2266
802307;4784;0;2267
1854;177551;0;2268
1854;1610301;0;2269
1854;1610303;0;2270
1854;1611864;0;2271
1854;1613226;0;2272
1854;1613227;0;2273
1854;1613728;0;2274
801507;175171;0;2275
801507;177270;0;2276
801507;177271;0;2277
801507;179154;0;2278
801507;179155;0;2279
801507;1613508;0;2280
801507;1613509;0;2281
1854;1614746;0;2282
1854;1614747;0;2283
1854;1614748;0;2284
1854;1614749;0;2285
1854;1614750;0;2286
1854;1614751;0;2287
1854;176010;0;2288
802307;177970;0;2289
802307;1614086;0;2290
801507;1614290;0;2291
801507;1614366;0;2292
801507;1614796;0;2293
801507;1614797;0;2294
801507;1614798;0;2295
801507;177573;0;2296
801507;177572;0;2297
802108;1613094;0;2298
1922;4786;0;2299
1922;4789;0;2300
802108;1614756;0;2301
1922;7401;0;2302
1922;7402;0;2303
1922;151608;0;2304
802227;1614910;0;2305
802227;34819;0;2306
802227;1614911;0;2307
802227;1612809;0;2308
1922;151609;0;2309
1922;175830;0;2310
1922;178011;0;2311
1922;179211;0;2312
1922;1614726;0;2313
1844;141806;0;2314
1844;151990;0;2315
1844;171088;0;2316
1844;173608;0;2317
1844;176190;0;2318
1844;176191;0;2319
1844;402121;0;2320
1844;137464;0;2321
2637;175117;0;2322
2637;175118;0;2323
2637;400681;0;2324
2637;400683;0;2325
2637;1614269;0;2326
2637;1614268;0;2327
2637;1614857;0;2328
2637;1614858;0;2329
802147;1615154;0;2330
116;28747;0;2331
116;28748;0;2332
116;32725;0;2333
116;32726;0;2334
116;400721;0;2335
116;400723;0;2336
1803;4786;0;2337
1803;4789;0;2338
1803;7401;0;2339
1803;7402;0;2340
1803;172557;0;2341
1803;172558;0;2342
1803;176410;0;2343
1803;176411;0;2344
801907;171449;0;2345
801907;172575;0;2346
801907;172576;0;2347
801907;176550;0;2348
801907;1611766;0;2349
801907;1612546;0;2350
1817;4786;0;2351
1817;4789;0;2352
1817;7401;0;2353
1817;7402;0;2354
1817;61775;0;2355
1817;139103;0;2356
1817;147270;0;2357
1817;152873;0;2358
1817;152874;0;2359
1817;153050;0;2360
1817;153051;0;2361
1817;156551;0;2362
1817;156552;0;2363
1817;169768;0;2364
1817;169769;0;2365
1817;169972;0;2366
1817;171449;0;2367
1817;172556;0;2368
1817;172566;0;2369
1817;176550;0;2370
1817;178710;0;2371
1817;179410;0;2372
1817;1611904;0;2373
1817;1614853;0;2374
1817;1614854;0;2375
1817;1614856;0;2376
1817;155490;0;2377
801165;28747;0;2378
801165;28748;0;2379
801165;32725;0;2380
801165;32726;0;2381
801165;172794;0;2382
801165;172795;0;2383
801165;177572;0;2384
801165;177573;0;2385
801165;179050;0;2386
801165;179051;0;2387
801165;400721;0;2388
801165;401445;0;2389
801165;804969;0;2390
801165;1610021;0;2391
801165;1610023;0;2392
801165;1610025;0;2393
801165;1610141;0;2394
801165;1611624;0;2395
801165;1614369;0;2396
802287;171210;0;2397
802287;2301;0;2398
802287;177551;0;2399
802287;172609;0;2400
3936;4782;0;2401
3936;4784;0;2402
3936;34819;0;2403
3936;179963;0;2404
802287;140001;0;2405
802287;177550;0;2406
802287;171211;0;2407
802287;172608;0;2408
1916;2301;0;2409
1916;139103;0;2410
1916;140001;0;2411
1916;141806;0;2412
1916;147270;0;2413
1916;152873;0;2414
1916;152874;0;2415
1916;171088;0;2416
1916;171211;0;2417
1916;173548;0;2418
1916;173608;0;2419
1916;174212;0;2420
1916;174213;0;2421
1916;1610821;0;2422
1916;1610823;0;2423
1916;1611904;0;2424
1916;1613288;0;2425
1916;1615008;0;2426
1916;1615009;0;2427
1842;2301;0;2428
1842;4787;0;2429
1842;140001;0;2430
1842;151608;0;2431
1842;151609;0;2432
1842;155490;0;2433
1842;171210;0;2434
1842;171211;0;2435
1842;175830;0;2436
1842;178890;0;2437
1842;178891;0;2438
1842;179211;0;2439
1842;400845;0;2440
1842;400847;0;2441
1842;1612246;0;2442
1842;1614853;0;2443
1842;1614868;0;2444
1842;1614869;0;2445
1842;1614871;0;2446
1842;1614872;0;2447
1842;1615531;0;2448
1842;1615530;0;2449
802247;1615350;0;2450
802247;1615354;0;2451
802248;1615352;0;2452
802248;1615356;0;2453
1838;2257;0;2454
1838;2258;0;2455
1838;141806;0;2456
1838;172557;0;2457
1838;172558;0;2458
1838;172575;0;2459
1838;172576;0;2460
1838;173548;0;2461
1838;173608;0;2462
1838;177032;0;2463
1838;177033;0;2464
1838;1611904;0;2465
1838;1613288;0;2466
1838;152874;0;2467
1625;4782;0;2468
1625;4784;0;2469
1625;179191;0;2470
1625;179772;0;2471
1625;179773;0;2472
1625;179190;0;2473
2196;11;0;2474
2196;12;0;2475
2196;2266;0;2476
2196;2267;0;2477
801567;4782;0;2478
801567;178292;0;2479
801567;179963;0;2480
801567;1615390;0;2481
801567;1615391;0;2482
801567;34819;0;2483
3036;2257;0;2484
3036;2258;0;2485
3036;4782;0;2486
3036;4784;0;2487
3036;180024;0;2488
3036;180025;0;2489
3036;1612727;0;2490
3036;137464;0;2491
3036;1615391;0;2492
3036;1615390;0;2493
3036;1615552;0;2494
801548;172608;0;2495
801548;172609;0;2496
801548;177550;0;2497
801548;177551;0;2498
801548;1615173;0;2499
801607;21119;0;2500
801607;172554;0;2501
801607;177191;0;2502
801607;179921;0;2503
801607;179974;0;2504
801548;152874;0;2505
801548;152873;0;2506
801548;1615172;0;2507
802127;152873;0;2508
802127;152874;0;2509
802127;172557;0;2510
802127;172558;0;2511
802127;1611904;0;2512
802127;1613288;0;2513
4020;11;0;2514
4020;12;0;2515
4020;2266;0;2516
4020;2267;0;2517
801547;4782;0;2518
801547;4784;0;2519
801547;34819;0;2520
801547;179963;0;2521
1256;172608;0;2522
1256;172609;0;2523
1256;177550;0;2524
1256;177551;0;2525
1256;178292;0;2526
1256;178293;0;2527
801587;4786;0;2528
801587;4789;0;2529
801587;7401;0;2530
801587;7402;0;2531
1925;2257;0;2532
1925;2258;0;2533
1925;4782;0;2534
1925;4784;0;2535
1925;34819;0;2536
1925;172559;0;2537
1925;172560;0;2538
1925;174416;0;2539
1925;179963;0;2540
1925;1615470;0;2541
1925;1615471;0;2542
1925;1615472;0;2543
1816;2257;0;2544
1816;2258;0;2545
1816;4786;0;2546
1816;4789;0;2547
1816;7401;0;2548
1816;7402;0;2549
1816;172575;0;2550
1816;174630;0;2551
1816;174631;0;2552
1816;1614813;0;2553
1816;1614814;0;2554
1816;1614815;0;2555
1816;1614816;0;2556
