ID;SEG_ID;PATH_VERSION_ID;LENGTH;PTSG_ORDER
1619782;7312;1611785;2860;2
1619783;7790;1611785;1640;3
1619784;7788;1611785;1920;4
1619785;805133;1611785;1500;5
1624491;8379;1612065;730;1
1624492;7376;1612065;3270;2
1624493;805415;1612065;4450;3
1625049;805292;1613146;2510;1
1625050;7787;1613146;1880;2
1625051;7789;1613146;1710;3
1624494;8376;1611381;2510;1
1624495;8378;1611381;900;2
1625052;7791;1613146;2680;4
1625491;8052;1615432;3200;1
1620066;8469;1612026;1040;1
1620067;805353;1612026;3100;2
1623383;806214;1613906;4800;3
1625533;807775;1615450;1000;1
1623384;806460;1613906;6580;4
1623385;806461;1613907;3500;1
1623386;806215;1613907;3800;2
1623387;806459;1613907;4090;3
1623388;12408;1613907;2900;4
1623681;8351;1614186;1530;1
1620809;805496;1612148;1000;1
1620810;805474;1612148;3920;2
1623682;8353;1614186;2800;2
1623683;807034;1614186;3350;3
1623684;8165;1614187;1300;1
1623685;8166;1614187;4850;2
1623686;8351;1614187;1530;3
1623687;8353;1614187;2800;4
1623688;807034;1614187;3350;5
1623689;807035;1614188;3580;1
1623690;8354;1614188;2920;2
1623691;831;1614188;1700;3
1621922;806254;1613106;10000;1
1625492;8050;1615432;2060;2
1618093;13085;179690;4000;1
1618089;12748;179155;9300;1
1618091;8246;172516;8000;1
1618095;12666;179031;12000;1
1625493;807555;1615432;2560;3
1618099;9005;173548;5400;1
1618101;2346;114861;3200;1
1618103;1661;34817;4300;1
1618105;9668;174417;2000;1
1619285;11226;1611301;8000;1
1621221;11345;1612506;2000;1
1618111;5945;176971;10300;1
1618113;8321;172576;2600;1
1621961;11066;176411;8500;1
1618117;6966;171449;10000;1
1618119;5786;169769;9400;1
1618121;803847;1610023;20000;1
1618123;9966;174873;3000;1
1625534;7932;1615450;2350;2
1618127;11826;177491;2000;1
1618129;10886;176211;10000;1
1625535;7930;1615450;2570;3
1621222;8188;1612506;1890;2
1618169;7585;176133;5000;1
1621223;7929;1612506;2490;3
1621224;7930;1612507;2570;1
1621225;7928;1612507;1820;2
1619696;805052;1611704;6000;1
1621226;11346;1612507;2000;3
1625536;7928;1615450;1820;4
1625537;11346;1615450;2000;5
1615145;8020;173511;1530;1
1615147;8262;173511;1050;2
1615149;8263;173511;1570;3
1615151;8019;175170;1490;1
1615161;8264;173510;1530;1
1615163;8017;173510;930;2
1615165;8019;173510;1490;3
1615195;400737;401209;4140;1
1615197;7319;401209;2490;2
1615199;7321;401209;3700;3
1615201;11766;401211;3800;1
1615203;525;401211;2290;2
1615205;400739;401211;4730;3
1625217;806994;1614146;2500;1
1625218;806995;1614146;2500;2
1615295;8155;176092;1500;1
1615297;8156;176092;4350;2
1615299;8157;176092;1570;3
1615301;8158;176092;1050;4
1615311;8466;176093;910;1
1615313;8467;176093;1870;2
1615315;8468;176093;4780;3
1615317;8469;176093;1040;4
1625219;807919;1615171;2200;1
1625220;807938;1615190;6000;1
1621621;806034;1612866;3680;1
1621622;8376;1612866;2510;2
1621623;8378;1612866;900;3
1620638;8306;172555;3400;1
1619936;804005;1610181;15400;1
1620639;12786;179191;10200;1
1620640;5262;172712;12700;1
1620641;8305;172554;3100;1
1620642;12785;179190;10800;1
1620643;5263;171348;13000;1
1620644;13156;179773;12900;1
1620645;12725;179110;3500;1
1620646;13155;179772;14700;1
1620881;805554;1612246;8000;1
1621624;8379;1612867;730;1
1621625;7376;1612867;3270;2
1621626;806035;1612867;3390;3
1621627;806034;1612868;3680;1
1621628;9985;1612868;1830;2
1621629;9986;1612868;990;3
1621630;8464;1612868;2090;4
1621631;8465;1612869;2070;1
1621632;9989;1612869;870;2
1621633;9990;1612869;1190;3
1621634;806035;1612869;3390;4
1621641;13252;1612886;2280;1
1622181;806334;1613226;8000;1
1622183;806335;1613227;8000;1
1623692;8349;1614188;4540;4
1623693;8333;1614188;2200;5
1623941;7323;1614406;1210;1
1623942;400921;1614406;3750;2
1623943;400925;1614406;2430;3
1623944;807254;1614406;500;4
1623945;807255;1614407;500;1
1623946;400947;1614407;2220;2
1625221;805954;1612786;5000;1
1623947;8010;1614407;3960;3
1623948;7392;1614407;1390;4
1623949;807256;1614408;10000;1
1625222;805955;1612786;5000;2
1619325;7305;1611341;2640;1
1619327;400481;1611341;2530;2
1619329;400485;1611341;2490;3
1619331;400489;1611341;2500;4
1619333;7932;1611343;2350;1
1619335;7930;1611343;2570;2
1625223;805954;1614147;5000;1
1625224;806974;1614126;5000;1
1625225;807474;1614706;1500;1
1617733;400801;401281;5080;1
1617735;7373;401281;3180;2
1617737;400805;401281;3410;3
1624221;401293;1614586;2020;1
1625226;807475;1614707;1200;1
1625227;807918;1615170;2500;1
1625228;807939;1615191;6000;1
1625229;805955;1614148;5000;1
1625538;11345;1615451;2000;1
1625539;8188;1615451;1890;2
1625540;7929;1615451;2490;3
1625541;400489;1615451;2500;4
1617759;401293;401923;2020;1
1617761;401291;401923;890;2
1619337;400483;1611343;2430;3
1619339;7306;1611343;2910;4
1625542;807794;1615451;1000;5
1625548;807522;1615453;2990;1
1625549;7431;1615453;3280;2
1625550;7432;1615454;3250;1
1625551;807523;1615454;2550;2
1625553;808058;1615470;8000;1
1625554;808059;1615471;8200;1
1625555;808060;1615472;4100;1
1620614;13154;400931;3430;1
1621361;805834;1612626;4500;1
1620081;805372;1612045;500;1
1616619;8425;172692;2340;1
1616621;8427;172692;3720;2
1616623;8429;172692;2760;3
1616625;8431;172692;1370;4
1616627;8433;172692;3750;5
1616629;8434;172693;3850;1
1616631;8432;172693;1160;2
1616633;8430;172693;3350;3
1616635;8428;172693;3230;4
1616637;8426;172693;2740;5
1616639;8429;172694;2760;1
1616641;8431;172694;1370;2
1616643;8433;172694;3750;3
1620082;8013;1612045;1570;2
1620083;8015;1612045;1330;3
1620084;8017;1612045;930;4
1620085;8019;1612045;1490;5
1620086;8020;1612046;1530;1
1620087;8018;1612046;1190;2
1620088;8016;1612046;1560;3
1620089;805392;1612046;1340;4
1621362;805835;1612627;4500;1
1616645;8436;172698;2590;1
1616647;8438;172698;3710;2
